,Name,Country,revid,0,Population,article_quality
0,Template:ZambiaProvincialMinisters,Zambia,235107991,Stub,15473900,Stub
1,Gladys Lundwe,Zambia,757566606,Stub,15473900,Stub
2,Mwamba Luchembe,Zambia,764848643,Stub,15473900,Stub
3,Thandiwe Banda,Zambia,768166426,Start,15473900,Start
4,Sylvester Chisembele,Zambia,776082926,C,15473900,C
5,Victoria Kalima,Zambia,776530837,Start,15473900,Start
6,Margaret Mwanakatwe,Zambia,779747587,Start,15473900,Start
7,Nkandu Luo,Zambia,779747961,C,15473900,C
8,Susan Nakazwe,Zambia,779748181,Start,15473900,Start
9,Catherine Namugala,Zambia,779748285,Start,15473900,Start
10,Edith Nawakwi,Zambia,779748522,Start,15473900,Start
11,Joyce Nonde-Simukoko,Zambia,779748628,Start,15473900,Start
12,Gladys Nyirongo,Zambia,779748837,C,15473900,C
13,Vera Tembo,Zambia,779748931,C,15473900,C
14,Ompie Nkumbula-Lieventhal,Zambia,790011468,Stub,15473900,Stub
15,Besnat Jere,Zambia,791225634,Stub,15473900,Stub
16,Esther Lungu,Zambia,792296625,C,15473900,C
17,Inonge Wina,Zambia,794006130,Start,15473900,Start
18,Maureen Mwanawasa,Zambia,795820299,Start,15473900,Start
19,First Lady of Zambia,Zambia,796467991,Start,15473900,Start
20,Jean Kapata,Zambia,797469872,Start,15473900,Start
21,Peter Sinkamba,Zambia,799512628,Start,15473900,Start
22,Gwendoline Konie,Zambia,803304465,Start,15473900,Start
23,Kenneth Kaunda,Zambia,805875783,B,15473900,B
24,Inonge Mbikusita-Lewanika,Zambia,805993958,Start,15473900,Start
25,Yobert K. Shamapande,Zambia,806345311,C,15473900,C
26,Bir I of Kanem,Chad,355319463,Stub,13707000,Stub
27,Abdullah II of Kanem,Chad,498683267,Stub,13707000,Stub
28,Salmama II of Kanem,Chad,565745353,Stub,13707000,Stub
29,Kuri I of Kanem,Chad,565745365,Stub,13707000,Stub
30,Mohammed I of Kanem,Chad,565745375,Stub,13707000,Stub
31,Kuri II of Kanem,Chad,669719757,Stub,13707000,Stub
32,Bir II of Kanem,Chad,670893206,Stub,13707000,Stub
33,Mahamat Hissene,Chad,693055898,Stub,13707000,Stub
34,Othman I,Chad,705432607,Stub,13707000,Stub
35,Alphonse Kotiga,Chad,707593108,Stub,13707000,Stub
36,Oueddei Kichidemi,Chad,708346649,Start,13707000,Start
37,Dunama I,Chad,710675092,Stub,13707000,Stub
38,Ahmad (Kanem-Bornu king),Chad,711388267,Stub,13707000,Stub
39,Djibrine Kerallah,Chad,712971263,Stub,13707000,Stub
40,Maurice Ngangtar,Chad,712971315,Stub,13707000,Stub
41,Idriss Miskine,Chad,712971738,Stub,13707000,Stub
42,Laoukein Kourayo Médard,Chad,716886170,Stub,13707000,Stub
43,Nadji Madou,Chad,716886788,Stub,13707000,Stub
44,Noël Milarew Odingar,Chad,716891799,Start,13707000,Start
45,Yaya Dillo Djérou,Chad,717733209,Stub,13707000,Stub
46,Acheikh Ibn-Oumar,Chad,719821590,Start,13707000,Start
47,Quatre Sou Quatre,Chad,720066754,Stub,13707000,Stub
48,Ali Gazi,Chad,722563340,Stub,13707000,Stub
49,Mahamat Djarma Khatir,Chad,725132042,Stub,13707000,Stub
50,Dunama IX Lefiami,Chad,731749611,Stub,13707000,Stub
51,Dawud of Kanem,Chad,736550266,Stub,13707000,Stub
52,Ahmed Koulamallah,Chad,738855197,Start,13707000,Start
53,Abbo Nassour,Chad,741369486,C,13707000,C
54,Abdel Kader Baba-Laddé,Chad,742213176,Stub,13707000,Stub
55,Hummay,Chad,747271475,Stub,13707000,Stub
56,Ngarlejy Yorongar,Chad,751304544,C,13707000,C
57,Saleh Kezabo,Chad,751380073,Stub,13707000,Stub
58,Bourkou Louise Kabo,Chad,757072468,Start,13707000,Start
59,Brahim Koulamallah,Chad,757802238,Stub,13707000,Stub
60,Saadie Goukouni Weddeye,Chad,757842614,Start,13707000,Start
61,Mahamoud Adam Béchir,Chad,762579466,Start,13707000,Start
62,Kalthouma Nguembang,Chad,762816132,Stub,13707000,Stub
63,Djidingar Dono Ngardoum,Chad,764133533,Stub,13707000,Stub
64,Template:ChadPMs,Chad,768123377,Stub,13707000,Stub
65,Template:ChadPres,Chad,770535091,Stub,13707000,Stub
66,Youssouf Saleh Abbas,Chad,771052289,C,13707000,C
67,Koibla Djimasta,Chad,774223245,Start,13707000,Start
68,Nassour Guelendouksia Ouaido,Chad,774223248,C,13707000,C
69,Joseph Brahim Seid,Chad,777478442,Stub,13707000,Stub
70,Joseph Yodoyman,Chad,777550078,Start,13707000,Start
71,Antoine Bangui,Chad,782638002,Start,13707000,Start
72,Ibrahim IV of Bornu,Chad,785614014,Stub,13707000,Stub
73,Hadjé Halimé,Chad,786449636,C,13707000,C
74,Youssouf Togoïmi,Chad,787390241,Start,13707000,Start
75,Adoum Younousmi,Chad,787719236,Start,13707000,Start
76,François Tombalbaye,Chad,787738541,C,13707000,C
77,Ahmat Hassaballah Soubiane,Chad,787910771,Stub,13707000,Stub
78,Ahmad Allam-Mi,Chad,787921293,Start,13707000,Start
79,Laotegguelnodji Koumtog,Chad,788009613,Stub,13707000,Stub
80,Mahamat Ali Adoum,Chad,788014671,Start,13707000,Start
81,Mahamat Saleh Annadif,Chad,788658822,C,13707000,C
82,Mohamed Bechir-Sow,Chad,788827248,Stub,13707000,Stub
83,Gontchomé Sahoulba,Chad,788828388,Start,13707000,Start
84,Gabriel Lisette,Chad,788828519,Start,13707000,Start
85,Ali II of Bornu,Chad,788999424,Stub,13707000,Stub
86,Arabi El Goni,Chad,789126126,Stub,13707000,Stub
87,Dunama Dabbalemi,Chad,789935196,Start,13707000,Start
88,Idris Alooma,Chad,792734868,Start,13707000,Start
89,Mahamat Nouri,Chad,792954115,FA,13707000,FA
90,Idriss Ndele Moussa,Chad,796654025,Start,13707000,Start
91,Mbaydoum Simeon,Chad,796690873,Stub,13707000,Stub
92,Ngarindo Milengar,Chad,796700718,Stub,13707000,Stub
93,List of Prime Ministers of Chad,Chad,797747674,Start,13707000,Start
94,Idriss Déby,Chad,798286150,B,13707000,B
95,Saleh Kebzabo,Chad,798626040,C,13707000,C
96,Moussa Faki,Chad,799043301,C,13707000,C
97,Template:Chad-politician-stub,Chad,799373925,Stub,13707000,Stub
98,Kalzeubet Pahimi Deubet,Chad,799413193,Stub,13707000,Stub
99,Haroun Kabadi,Chad,799447895,Start,13707000,Start
100,Nagoum Yamassoum,Chad,799447995,Start,13707000,Start
101,Outel Bono,Chad,799448338,Stub,13707000,Stub
102,Ahmat Acyl,Chad,799902492,B,13707000,B
103,Djimrangar Dadnadji,Chad,800133552,Start,13707000,Start
104,Delwa Kassiré Koumakoye,Chad,801029539,C,13707000,C
105,Fidèle Moungar,Chad,801192255,C,13707000,C
106,Jean Alingué Bawoyeu,Chad,801192303,B,13707000,B
107,Emmanuel Nadingar,Chad,801573576,C,13707000,C
108,Roger Djikisna,Chad,801583221,Stub,13707000,Stub
109,Firmin Djidingar,Chad,801583260,Stub,13707000,Stub
110,Idris I of Kanem,Chad,802874918,Stub,13707000,Stub
111,Vice President of Chad,Chad,803166509,Stub,13707000,Stub
112,Hissène Habré,Chad,803166806,GA,13707000,GA
113,Negue Djogo,Chad,803166989,Start,13707000,Start
114,Wadel Abdelkader Kamougué,Chad,803167152,C,13707000,C
115,Félix Malloum,Chad,803167336,Start,13707000,Start
116,Lol Mahamat Choua,Chad,803167424,C,13707000,C
117,Goukouni Oueddei,Chad,803167990,C,13707000,C
118,Albert Pahimi Padacké,Chad,803433107,C,13707000,C
119,List of heads of state of Chad,Chad,803812011,Start,13707000,Start
120,Elise Loum,Chad,804773540,Start,13707000,Start
121,Agnes Allafi,Chad,805493169,Start,13707000,Start
122,Christine Georges Diguibaye,Chad,806337653,Stub,13707000,Stub
123,Pascal Yoadimnadji,Chad,806508985,Start,13707000,Start
124,Aissa Koli,Chad,806616268,Start,13707000,Start
125,Omar I of Kanem,Chad,807425129,Start,13707000,Start
126,Template:Zimbabwe-politician-stub,Zimbabwe,391862046,Stub,17354000,Stub
127,Template:Zimbabwe-mayor-stub,Zimbabwe,444767985,Stub,17354000,Stub
128,Jabulani Dube,Zimbabwe,645408814,Stub,17354000,Stub
129,Fletcher Dulini,Zimbabwe,669981316,Stub,17354000,Stub
130,Leopold Takawira,Zimbabwe,710060929,Start,17354000,Start
131,Tinos Rusere,Zimbabwe,710524880,Start,17354000,Start
132,Gift Tandare,Zimbabwe,710615823,Stub,17354000,Stub
133,Engelbert Rugeje,Zimbabwe,711448400,Start,17354000,Start
134,Max Mnkandla,Zimbabwe,711509855,Stub,17354000,Stub
135,Lovemore Matombo,Zimbabwe,711958194,Stub,17354000,Stub
136,Alfred Nikita Mangena,Zimbabwe,712004487,Stub,17354000,Stub
137,Simbi Mubako,Zimbabwe,713121927,Stub,17354000,Stub
138,Nicholas Kiti kiti,Zimbabwe,713308132,Stub,17354000,Stub
139,Aleck Gumbo,Zimbabwe,713580662,Stub,17354000,Stub
140,Jabulani Sibanda,Zimbabwe,713618917,Start,17354000,Start
141,Cain Mathema,Zimbabwe,713726531,Stub,17354000,Stub
142,Patrick Kombayi,Zimbabwe,713740128,Stub,17354000,Stub
143,Langton Towungana,Zimbabwe,713899377,Stub,17354000,Stub
144,Eric Matinenga,Zimbabwe,714455111,Stub,17354000,Stub
145,Emmanuel Chiroto,Zimbabwe,714535045,Stub,17354000,Stub
146,Muchadeyi Masunda,Zimbabwe,714706533,C,17354000,C
147,David Butau,Zimbabwe,714967769,Stub,17354000,Stub
148,Thompson Samkange,Zimbabwe,715131189,Stub,17354000,Stub
149,Nomalanga Khumalo,Zimbabwe,715183334,Stub,17354000,Stub
150,Henry Dzinotyiweyi,Zimbabwe,715867004,Stub,17354000,Stub
151,Edward Raradza,Zimbabwe,716017725,Stub,17354000,Stub
152,Rekayi Tangwena,Zimbabwe,716669163,Stub,17354000,Stub
153,Sibonile Nyamudeza,Zimbabwe,717380254,Stub,17354000,Stub
154,Misheck Kagurabadza,Zimbabwe,720008799,Stub,17354000,Stub
155,Morgan Femai,Zimbabwe,721674926,Stub,17354000,Stub
156,Bybit Lydia Tsomondo,Zimbabwe,723082034,Stub,17354000,Stub
157,Kisinoti Mukwazhe,Zimbabwe,723353282,Stub,17354000,Stub
158,David Karimanzira,Zimbabwe,725242133,Stub,17354000,Stub
159,Sobusa Gula-Ndebele,Zimbabwe,726651867,Stub,17354000,Stub
160,Sylvester Nguni,Zimbabwe,726686195,Stub,17354000,Stub
161,Thamsanqa Mahlangu,Zimbabwe,726687480,Stub,17354000,Stub
162,Tichaona Mudzingwa,Zimbabwe,726687648,Stub,17354000,Stub
163,Murisi Zwizwai,Zimbabwe,726687669,Stub,17354000,Stub
164,Samuel Undenge,Zimbabwe,726688144,Stub,17354000,Stub
165,Reuben Marumahoko,Zimbabwe,726688205,Stub,17354000,Stub
166,Simon Khaya-Moyo,Zimbabwe,730764918,Stub,17354000,Stub
167,"List of candidates in the Zimbabwean parliamentary election, 2013",Zimbabwe,735498335,B,17354000,B
168,Jevan Maseko,Zimbabwe,736911246,Stub,17354000,Stub
169,Munacho Mutezo,Zimbabwe,738729779,Stub,17354000,Stub
170,Sesel Zvidzai,Zimbabwe,738810400,Stub,17354000,Stub
171,Samuel Sipepa Nkomo,Zimbabwe,738992625,Stub,17354000,Stub
172,Faber Chidarikire,Zimbabwe,738992871,Start,17354000,Start
173,Willard Chiwewe,Zimbabwe,738992910,Stub,17354000,Stub
174,Martin Dinha,Zimbabwe,738992918,Stub,17354000,Stub
175,Herbert Ushewokunze,Zimbabwe,739137894,Stub,17354000,Stub
176,Nyasha Chikwinya,Zimbabwe,742899761,Start,17354000,Start
177,Naomi Nhiwatiwa,Zimbabwe,743971092,Start,17354000,Start
178,Bright Matonga,Zimbabwe,744753863,Stub,17354000,Stub
179,Thokozani Khuphe,Zimbabwe,747274193,Start,17354000,Start
180,Border Gezi,Zimbabwe,748061603,Start,17354000,Start
181,Rugare Gumbo,Zimbabwe,749496266,Start,17354000,Start
182,George Nyandoro,Zimbabwe,750224976,Start,17354000,Start
183,Paul Chimedza,Zimbabwe,750428952,Stub,17354000,Stub
184,Gorden Moyo,Zimbabwe,750974704,Stub,17354000,Stub
185,Daniel Shumba,Zimbabwe,753294248,Start,17354000,Start
186,Douglas Mombeshora,Zimbabwe,755110125,Stub,17354000,Stub
187,Munyaradzi Gwisai,Zimbabwe,755337199,Start,17354000,Start
188,Olivia Muchena,Zimbabwe,757616307,Start,17354000,Start
189,Paurine Mpariwa,Zimbabwe,757616437,Stub,17354000,Stub
190,Sithembiso Nyoni,Zimbabwe,757617613,Stub,17354000,Stub
191,Earnest Mudzengi,Zimbabwe,757796569,Stub,17354000,Stub
192,Gift Banda,Zimbabwe,758442662,Stub,17354000,Stub
193,Wilson Kumbula,Zimbabwe,759330558,Stub,17354000,Stub
194,Paurina Mpariwa,Zimbabwe,760532029,Stub,17354000,Stub
195,Flora Buka,Zimbabwe,762630896,Stub,17354000,Stub
196,Elliot Manyika,Zimbabwe,763330074,Start,17354000,Start
197,Diana Mitchell,Zimbabwe,764299725,Start,17354000,Start
198,Maurice Nyagumbo,Zimbabwe,764826793,Start,17354000,Start
199,Josiah Zion Gumede,Zimbabwe,765095810,Start,17354000,Start
200,Edson Zvobgo,Zimbabwe,767922311,Start,17354000,Start
201,Felix Magalela Mafa Sibanda,Zimbabwe,769519957,C,17354000,C
202,Tracy Mutinhiri,Zimbabwe,769876632,Stub,17354000,Stub
203,Kayisa Ndiweni,Zimbabwe,771958995,Stub,17354000,Stub
204,Enoch Dumbutshena,Zimbabwe,774026217,Stub,17354000,Stub
205,Hubert Nyanhongo,Zimbabwe,774061307,Stub,17354000,Stub
206,James Chikerema,Zimbabwe,775935799,C,17354000,C
207,Victoria Chitepo,Zimbabwe,776389556,Start,17354000,Start
208,Joel Gabuza,Zimbabwe,776840034,Stub,17354000,Stub
209,Trudy Stevenson,Zimbabwe,776943338,Start,17354000,Start
210,Joram Gumbo,Zimbabwe,777424335,Stub,17354000,Stub
211,Joseph Chinotimba,Zimbabwe,777482252,C,17354000,C
212,Nkululeko Sibanda,Zimbabwe,777623864,Start,17354000,Start
213,Janet Banana,Zimbabwe,777849777,Stub,17354000,Stub
214,Lazarus Dokora,Zimbabwe,780062778,Stub,17354000,Stub
215,Lutho Tapela,Zimbabwe,782607746,Stub,17354000,Stub
216,Moven Mahachi,Zimbabwe,783298283,Stub,17354000,Stub
217,Margaret Dongo,Zimbabwe,783419906,Start,17354000,Start
218,Sekai Holland,Zimbabwe,783637102,C,17354000,C
219,George Chiweshe,Zimbabwe,783919896,Start,17354000,Start
220,Josiah Mushore Chinamano,Zimbabwe,784396785,Stub,17354000,Stub
221,Michael Bimha,Zimbabwe,784668448,Stub,17354000,Stub
222,Josiah Tongogara,Zimbabwe,786913202,C,17354000,C
223,Naison Ndlovu,Zimbabwe,787854175,Stub,17354000,Stub
224,Enos Mdlongwa,Zimbabwe,787854640,Stub,17354000,Stub
225,Lindiwe Majele Sibanda,Zimbabwe,788247480,Start,17354000,Start
226,Ndabaningi Sithole,Zimbabwe,788291899,C,17354000,C
227,Ambrose Mutinhiri,Zimbabwe,788777043,Stub,17354000,Stub
228,Judith Todd,Zimbabwe,788792548,Start,17354000,Start
229,Andrew Langa,Zimbabwe,789094827,Stub,17354000,Stub
230,Christopher Kuruneri,Zimbabwe,789427326,Start,17354000,Start
231,Priscilla Misihairabwi-Mushonga,Zimbabwe,789545114,Stub,17354000,Stub
232,Swithun Mombeshora,Zimbabwe,789545179,Stub,17354000,Stub
233,Oppah Muchinguri,Zimbabwe,789545185,Stub,17354000,Stub
234,Samuel Mumbengegwi,Zimbabwe,789545206,Start,17354000,Start
235,Chris Mushohwe,Zimbabwe,789545212,Stub,17354000,Stub
236,Giles Mutsekwa,Zimbabwe,789545214,Stub,17354000,Stub
237,Francis Nhema,Zimbabwe,789545220,Stub,17354000,Stub
238,Mike Nyambuya,Zimbabwe,789545233,Stub,17354000,Stub
239,Solomon Mujuru,Zimbabwe,789898624,C,17354000,C
240,Ronald Penza,Zimbabwe,789948565,Stub,17354000,Stub
241,Joseph Made,Zimbabwe,789965571,Start,17354000,Start
242,Evelyn Masaiti,Zimbabwe,790034879,Stub,17354000,Stub
243,Jessie Majome,Zimbabwe,790035057,Start,17354000,Start
244,Theresa Makoni,Zimbabwe,790423262,Stub,17354000,Stub
245,List of Presidents of the Senate of Zimbabwe,Zimbabwe,791068367,Stub,17354000,Stub
246,Blessing Chebundo,Zimbabwe,791690130,Start,17354000,Start
247,George Charamba,Zimbabwe,793738070,Start,17354000,Start
248,Chenhanho Chimutengwende,Zimbabwe,793820850,Start,17354000,Start
249,Simon Muzenda,Zimbabwe,794934380,Start,17354000,Start
250,Witness Mangwende,Zimbabwe,794934451,Start,17354000,Start
251,Nathan Shamuyarira,Zimbabwe,794934469,C,17354000,C
252,Joseph Makamba Busha,Zimbabwe,795007156,Start,17354000,Start
253,Walter Chidakwa,Zimbabwe,795247525,Stub,17354000,Stub
254,Maxwell Zeb Shumba,Zimbabwe,795637625,Start,17354000,Start
255,Henry Madzorera,Zimbabwe,795846349,Stub,17354000,Stub
256,First Lady of Zimbabwe,Zimbabwe,796477244,Stub,17354000,Stub
257,Charles Shanyurai Majange,Zimbabwe,796608492,Stub,17354000,Stub
258,Elleck Mashingaidze,Zimbabwe,796726442,Stub,17354000,Stub
259,Phillip Chiyangwa,Zimbabwe,797170378,Start,17354000,Start
260,Chenjerai Hunzvi,Zimbabwe,797225827,C,17354000,C
261,Edward Chindori-Chininga,Zimbabwe,797414978,Start,17354000,Start
262,Arthur Mutambara,Zimbabwe,797932659,C,17354000,C
263,Edgar Tekere,Zimbabwe,798106157,C,17354000,C
264,Psychology Maziwisa,Zimbabwe,798140615,C,17354000,C
265,Isaac Matongo,Zimbabwe,798248963,Stub,17354000,Stub
266,Julia Tukai Zvobgo,Zimbabwe,798468363,C,17354000,C
267,Jameson Timba,Zimbabwe,799326094,Stub,17354000,Stub
268,Ben Ncube,Zimbabwe,799405378,Stub,17354000,Stub
269,Obedingwa Mguni,Zimbabwe,799406056,Stub,17354000,Stub
270,Denis Norman,Zimbabwe,799605293,Start,17354000,Start
271,Japhet Ndabeni Ncube,Zimbabwe,800407734,Stub,17354000,Stub
272,Nicholas Mabodoko,Zimbabwe,800407872,Stub,17354000,Stub
273,Fay Chung,Zimbabwe,800705666,C,17354000,C
274,Alfred Makwarimba,Zimbabwe,801370822,Stub,17354000,Stub
275,Elphas Mukonoweshuro,Zimbabwe,801488585,Stub,17354000,Stub
276,Elton Mangoma,Zimbabwe,801497420,Start,17354000,Start
277,Edna Madzongwe,Zimbabwe,802259324,Start,17354000,Start
278,Fidelis Mhashu,Zimbabwe,803084855,Stub,17354000,Stub
279,Promise Mkwananzi,Zimbabwe,803579259,Start,17354000,Start
280,Saviour Kasukuwere,Zimbabwe,804677245,Start,17354000,Start
281,Walter Mzembi,Zimbabwe,804678140,Stub,17354000,Stub
282,Kembo Mohadi,Zimbabwe,804811059,Start,17354000,Start
283,Learnmore Jongwe,Zimbabwe,804844902,Start,17354000,Start
284,Lovemore Madhuku,Zimbabwe,804895632,C,17354000,C
285,List of Finance Ministers of Zimbabwe,Zimbabwe,804914333,Stub,17354000,Stub
286,Joice Mujuru,Zimbabwe,805993308,C,17354000,C
287,Ignatious Chombo,Zimbabwe,806656210,Start,17354000,Start
288,Tichafa Samuel Parirenyatwa,Zimbabwe,807159774,C,17354000,C
289,Guy Georgias,Zimbabwe,807196681,C,17354000,C
290,Grace Mugabe,Zimbabwe,807337237,GA,17354000,GA
291,Guy Clutton-Brock,Zimbabwe,807442408,Start,17354000,Start
292,Template:Uganda-politician-stub,Uganda,391862070,Stub,40141000,Stub
293,Template:Uganda-mayor-stub,Uganda,444767727,Stub,40141000,Stub
294,Yosia Nadiope of Busoga,Uganda,655390291,Stub,40141000,Stub
295,Patrick Mutono,Uganda,684295893,Stub,40141000,Stub
296,Stanislaus Okurut,Uganda,689614169,Stub,40141000,Stub
297,Charles Oboth Ofumbi,Uganda,693292931,Start,40141000,Start
298,Pumla Kisosonkole,Uganda,693388584,Start,40141000,Start
299,Francis K. Butagira,Uganda,707473503,Start,40141000,Start
300,Otema Allimadi,Uganda,708054598,Stub,40141000,Stub
301,Omwony Ojwok,Uganda,713020154,Stub,40141000,Stub
302,Jachan Mandir Omach,Uganda,715433158,Stub,40141000,Stub
303,Onegi Obel,Uganda,717146307,Start,40141000,Start
304,Saleh Kamba,Uganda,720059752,Stub,40141000,Stub
305,John Kabaireho,Uganda,723957779,Stub,40141000,Stub
306,Tete Chelangat,Uganda,724554948,Stub,40141000,Stub
307,Sarah Kanyike,Uganda,725742962,Start,40141000,Start
308,Gagawala Wambuzi,Uganda,726767754,Stub,40141000,Stub
309,Julius Wandera Maganda,Uganda,726918511,Stub,40141000,Stub
310,Haruna Kasolo Kyeyune,Uganda,726919678,Stub,40141000,Stub
311,Yabezi Kiiza,Uganda,736273855,Stub,40141000,Stub
312,Semei Kakungulu,Uganda,737799048,Start,40141000,Start
313,Abu Mayanja,Uganda,746946728,C,40141000,C
314,Daniel Kidega,Uganda,753278613,Start,40141000,Start
315,Eng Abner Nangwale,Uganda,756457100,Stub,40141000,Stub
316,Yowabu Magada Kawaluuko,Uganda,757388522,Start,40141000,Start
317,Grace Kwiyucwiny,Uganda,757563021,Start,40141000,Start
318,Mary Goretti Kitutu,Uganda,757615490,Start,40141000,Start
319,Rukiya Chekamondo,Uganda,757616921,Start,40141000,Start
320,Sezi Mbaguta,Uganda,757617202,Start,40141000,Start
321,Frederick Ngobi Gume,Uganda,758395750,Stub,40141000,Stub
322,Rosemary Seninde,Uganda,758567928,Start,40141000,Start
323,Gerald Ssendaula,Uganda,759366517,C,40141000,C
324,Juma Oris,Uganda,759378614,Stub,40141000,Stub
325,Godfrey Kiwanda,Uganda,759877869,Stub,40141000,Stub
326,Geoffrey Onegi Obel,Uganda,760056661,Start,40141000,Start
327,Tom Butime,Uganda,760181848,Start,40141000,Start
328,Dennis Galabuzi Ssozi,Uganda,760184747,Start,40141000,Start
329,Ken Lukyamuzi,Uganda,763247419,Stub,40141000,Stub
330,Victoria Sekitoleko,Uganda,766481345,C,40141000,C
331,Emmanuel Otala,Uganda,766665157,Start,40141000,Start
332,Kabakumba Masiko,Uganda,770316807,C,40141000,C
333,Innocent Oula,Uganda,771724283,Start,40141000,Start
334,Isaac Mulindwa,Uganda,773245217,Start,40141000,Start
335,Hope Mwesigye,Uganda,773870932,Start,40141000,Start
336,Katikkiro of Buganda,Uganda,774683767,Stub,40141000,Stub
337,Daudi Cwa II of Buganda,Uganda,774683907,C,40141000,C
338,Ssuuna II of Buganda,Uganda,774684052,Start,40141000,Start
339,Kamaanya of Buganda,Uganda,774684080,C,40141000,C
340,Semakookiro of Buganda,Uganda,774684109,Start,40141000,Start
341,Jjunju of Buganda,Uganda,774684124,Start,40141000,Start
342,Kato Kintu,Uganda,774684195,Stub,40141000,Stub
343,Chwa I of Buganda,Uganda,774684228,Start,40141000,Start
344,Kyabaggu of Buganda,Uganda,774830237,Start,40141000,Start
345,Kiweewa of Buganda,Uganda,774831268,Start,40141000,Start
346,Ismael Orot,Uganda,775522497,Stub,40141000,Stub
347,James Obita,Uganda,775995921,Stub,40141000,Stub
348,Janat Mukwaya,Uganda,776107670,Start,40141000,Start
349,Besueri Kiwanuka Lusse Mulondo,Uganda,776344991,Start,40141000,Start
350,Jeremiah Twa-Twa,Uganda,776491782,Start,40141000,Start
351,Joyce Kakuramatsi Kikafunda,Uganda,777643576,Stub,40141000,Stub
352,Kania Obiga,Uganda,778265355,Stub,40141000,Stub
353,Apollo Kironde,Uganda,778598971,Stub,40141000,Stub
354,Kibirige Mayanja,Uganda,778840186,Start,40141000,Start
355,Kintu Musoke,Uganda,779007768,Start,40141000,Start
356,Jessica Alupo,Uganda,779397351,Start,40141000,Start
357,Rebecca Amuge Otengo,Uganda,779397437,Start,40141000,Start
358,Syda Bbumba,Uganda,779397532,Start,40141000,Start
359,Alintuma Nsambu,Uganda,781605803,Stub,40141000,Stub
360,Esther Mbulakubuza Mbayo,Uganda,781789704,Start,40141000,Start
361,Abdul Nadduli,Uganda,782460126,Stub,40141000,Stub
362,Moses Kizige,Uganda,782979760,Start,40141000,Start
363,Maria Kiwanuka,Uganda,783449036,Start,40141000,Start
364,Elijah Mushemeza,Uganda,784734768,C,40141000,C
365,Michael Lulume Bayigga,Uganda,784768216,Start,40141000,Start
366,Deo Rwabiita,Uganda,785038536,Stub,40141000,Stub
367,Daudi Ochieng,Uganda,785108122,Stub,40141000,Stub
368,Joy Kabatsi,Uganda,785339072,Start,40141000,Start
369,Joshua Wanume Kibedi,Uganda,785862055,C,40141000,C
370,Kizza Besigye,Uganda,786081128,C,40141000,C
371,Apolo Kagwa,Uganda,786226893,C,40141000,C
372,Michael Kawalya Kagwa,Uganda,787306486,Stub,40141000,Stub
373,Abed Bwanika,Uganda,787410566,Start,40141000,Start
374,Aggrey Awori,Uganda,787858057,C,40141000,C
375,Aggrey Bagiire,Uganda,787858062,Stub,40141000,Stub
376,Agnes Akiror,Uganda,787870163,Start,40141000,Start
377,Namirembe Bitamazire,Uganda,788019797,Start,40141000,Start
378,Amon Bazira,Uganda,788899061,Stub,40141000,Stub
379,Christopher Iga,Uganda,788972378,Stub,40141000,Stub
380,Nasser Sebaggala,Uganda,788972461,Start,40141000,Start
381,Erias Lukwago,Uganda,788972566,Start,40141000,Start
382,Template:KampalaMayors,Uganda,788972642,Start,40141000,Start
383,Beatrice Wabudeya,Uganda,789747515,Start,40141000,Start
384,Jane Aceng,Uganda,789747629,C,40141000,C
385,Ruth Achieng,Uganda,789747664,Stub,40141000,Stub
386,Justine Ayebazibwe,Uganda,789748037,Stub,40141000,Stub
387,Jessica Eriyo,Uganda,789748269,Start,40141000,Start
388,Mary Karooro Okurut,Uganda,789748670,C,40141000,C
389,Adrian Tibaleka,Uganda,789748752,Stub,40141000,Stub
390,Nusura Tiperu,Uganda,789748782,Start,40141000,Start
391,Florence Nakiwala Kiyingi,Uganda,789748978,Start,40141000,Start
392,Ruth Nankabirwa,Uganda,789799593,Start,40141000,Start
393,Justine Lumumba Kasule,Uganda,789799605,Start,40141000,Start
394,Idah Nantaba,Uganda,789799744,C,40141000,C
395,Harriet Ntabazi,Uganda,789799847,Start,40141000,Start
396,Florence Nebanda,Uganda,789799901,Start,40141000,Start
397,Lukia Isanga Nakadama,Uganda,789799952,Start,40141000,Start
398,Mariam Nalubega,Uganda,789799984,Start,40141000,Start
399,Jenipher Namuyangu,Uganda,789800111,C,40141000,C
400,Sarah Kataike,Uganda,789800331,C,40141000,C
401,Caroline Amali Okao,Uganda,789800629,Start,40141000,Start
402,Beatrice Rwakimari,Uganda,789803765,Stub,40141000,Stub
403,Mariam Naigaga,Uganda,790372580,C,40141000,C
404,Rose Akol,Uganda,790424964,Start,40141000,Start
405,Amelia Kyambadde,Uganda,790428762,Start,40141000,Start
406,Jehoash Mayanja Nkangi,Uganda,790837175,Start,40141000,Start
407,Joash Mayanja Nkangi,Uganda,790993796,C,40141000,C
408,Moses Adome,Uganda,791007274,Stub,40141000,Stub
409,Paulson Luttamaguzi,Uganda,791007297,Stub,40141000,Stub
410,Charles Engola,Uganda,793154991,Start,40141000,Start
411,Cerinah Nebanda,Uganda,793515881,Start,40141000,Start
412,John Ssebaana Kizito,Uganda,793539141,Start,40141000,Start
413,Persis Namuganza,Uganda,793628029,Start,40141000,Start
414,Christine Amongin Aporu,Uganda,794194807,Start,40141000,Start
415,Christine Ondoa,Uganda,794200311,Start,40141000,Start
